problem_id,model,prompt_detail,temp,i,levenshtein distance
21,mistral,M,0.7,39,14
21,mistral,M,0.7,40,14
21,mistral,M,0.7,41,14
21,mistral,M,0.7,43,14
21,mistral,M,0.7,45,14
21,mistral,M,0.7,46,14
21,mistral,M,0.7,47,14
21,mistral,M,0.7,48,14
21,mistral,M,0.7,50,14
21,mistral,M,0.7,51,14
21,mistral,M,0.7,54,14
21,mistral,M,0.7,55,14
21,mistral,M,0.7,56,14
21,mistral,M,0.7,58,14
21,mistral,M,0.7,59,14
21,mistral,M,0.7,60,14
21,mistral,M,0.7,61,14
21,mistral,M,0.7,62,14
21,mistral,M,0.7,63,14
21,mistral,M,0.7,64,14
21,mistral,M,0.7,65,14
21,mistral,M,0.7,66,14
21,mistral,M,0.7,67,14
21,mistral,M,0.7,68,14
21,mistral,M,0.7,69,14
21,mistral,M,0.7,70,14
21,mistral,M,0.7,72,14
21,mistral,M,0.7,73,14
21,mistral,M,0.7,74,14
21,mistral,M,0.7,76,14
21,mistral,M,0.7,77,14
21,mistral,M,0.7,78,14
21,mistral,M,0.7,79,14
21,mistral,M,0.7,80,14
21,mistral,M,0.7,82,14
21,mistral,M,0.7,83,14
21,mistral,M,0.7,84,14
21,mistral,M,0.7,85,14
21,mistral,M,0.7,86,14
21,mistral,M,0.7,87,7
21,mistral,M,0.7,88,14
21,mistral,M,0.7,90,14
21,mistral,M,0.7,91,14
21,mistral,M,0.7,93,14
21,mistral,M,0.7,94,14
21,mistral,M,0.7,95,14
21,mistral,M,0.7,96,14
21,mistral,M,0.7,97,14
21,mistral,M,0.7,98,14
21,mistral,M,0.7,99,14
21,mistral,M,1.0,0,14
21,mistral,M,1.0,1,14
21,mistral,M,1.0,2,14
21,mistral,M,1.0,3,20
21,mistral,M,1.0,4,14
21,mistral,M,1.0,6,14
21,mistral,M,1.0,7,7
21,mistral,M,1.0,8,16
21,mistral,M,1.0,9,14
21,mistral,M,1.0,10,14
21,mistral,M,1.0,11,14
21,mistral,M,1.0,12,14
21,mistral,M,1.0,13,14
21,mistral,M,1.0,15,14
21,mistral,M,1.0,16,14
21,mistral,M,1.0,17,14
21,mistral,M,1.0,18,14
21,mistral,M,1.0,19,14
21,mistral,M,1.0,20,14
21,mistral,M,1.0,22,14
21,mistral,M,1.0,25,7
21,mistral,M,1.0,27,19
21,mistral,M,1.0,28,7
21,mistral,M,1.0,29,14
21,mistral,M,1.0,30,14
21,mistral,M,1.0,31,14
21,mistral,M,1.0,32,7
21,mistral,M,1.0,34,14
21,mistral,M,1.0,35,14
21,mistral,M,1.0,37,14
21,mistral,M,1.0,38,14
21,mistral,M,1.0,39,7
21,mistral,M,1.0,40,14
21,mistral,M,1.0,41,14
21,mistral,M,1.0,42,14
21,mistral,M,1.0,44,14
21,mistral,M,1.0,45,14
21,mistral,M,1.0,46,14
21,mistral,M,1.0,47,14
21,mistral,M,1.0,48,14
21,mistral,M,1.0,49,14
21,mistral,M,1.0,50,14
21,mistral,M,1.0,51,14
21,mistral,M,1.0,53,14
21,mistral,M,1.0,55,14
21,mistral,M,1.0,57,14
21,mistral,M,1.0,58,14
21,mistral,M,1.0,60,14
21,mistral,M,1.0,61,14
21,mistral,M,1.0,63,14
21,mistral,M,1.0,64,7
21,mistral,M,1.0,65,14
21,mistral,M,1.0,66,14
21,mistral,M,1.0,68,14
21,mistral,M,1.0,69,14
21,mistral,M,1.0,70,14
21,mistral,M,1.0,71,14
21,mistral,M,1.0,75,14
21,mistral,M,1.0,76,14
21,mistral,M,1.0,77,14
21,mistral,M,1.0,78,14
21,mistral,M,1.0,79,7
21,mistral,M,1.0,81,7
21,mistral,M,1.0,82,14
21,mistral,M,1.0,85,14
21,mistral,M,1.0,86,14
21,mistral,M,1.0,87,14
21,mistral,M,1.0,88,14
21,mistral,M,1.0,89,14
21,mistral,M,1.0,90,14
21,mistral,M,1.0,94,14
21,mistral,M,1.0,95,14
21,mistral,M,1.0,97,14
21,mistral,M,1.0,98,14
21,mistral,M,1.0,99,14
21,mistral,H,0.1,0,14
21,mistral,H,0.1,1,14
21,mistral,H,0.1,2,14
21,mistral,H,0.1,3,14
21,mistral,H,0.1,4,14
21,mistral,H,0.1,5,14
21,mistral,H,0.1,6,14
21,mistral,H,0.1,7,14
21,mistral,H,0.1,8,14
21,mistral,H,0.1,9,14
21,mistral,H,0.1,10,14
21,mistral,H,0.1,11,14
21,mistral,H,0.1,12,14
21,mistral,H,0.1,13,14
21,mistral,H,0.1,14,14
21,mistral,H,0.1,15,14
21,mistral,H,0.1,16,14
21,mistral,H,0.1,17,14
21,mistral,H,0.1,18,14
21,mistral,H,0.1,19,14
21,mistral,H,0.1,20,14
21,mistral,H,0.1,21,14
21,mistral,H,0.1,22,14
21,mistral,H,0.1,23,14
21,mistral,H,0.1,24,14
21,mistral,H,0.1,25,14
21,mistral,H,0.1,26,14
21,mistral,H,0.1,27,14
21,mistral,H,0.1,28,14
21,mistral,H,0.1,29,14
21,mistral,H,0.1,30,14
21,mistral,H,0.1,31,14
21,mistral,H,0.1,32,14
21,mistral,H,0.1,33,14
21,mistral,H,0.1,34,14
21,mistral,H,0.1,35,14
21,mistral,H,0.1,36,14
21,mistral,H,0.1,37,14
21,mistral,H,0.1,38,14
21,mistral,H,0.1,39,14
21,mistral,H,0.1,40,14
21,mistral,H,0.1,41,14
21,mistral,H,0.1,42,14
21,mistral,H,0.1,43,14
21,mistral,H,0.1,44,14
21,mistral,H,0.1,45,14
21,mistral,H,0.1,46,14
21,mistral,H,0.1,47,14
21,mistral,H,0.1,48,14
21,mistral,H,0.1,49,14
21,mistral,H,0.1,50,14
21,mistral,H,0.1,51,14
21,mistral,H,0.1,52,14
21,mistral,H,0.1,53,14
21,mistral,H,0.1,54,14
21,mistral,H,0.1,55,14
21,mistral,H,0.1,56,14
21,mistral,H,0.1,57,14
21,mistral,H,0.1,58,14
21,mistral,H,0.1,59,14
21,mistral,H,0.1,60,14
21,mistral,H,0.1,61,14
21,mistral,H,0.1,62,14
21,mistral,H,0.1,63,14
21,mistral,H,0.1,64,14
21,mistral,H,0.1,65,14
21,mistral,H,0.1,66,14
21,mistral,H,0.1,67,14
21,mistral,H,0.1,68,14
21,mistral,H,0.1,69,14
21,mistral,H,0.1,70,14
21,mistral,H,0.1,71,14
21,mistral,H,0.1,72,14
21,mistral,H,0.1,73,14
21,mistral,H,0.1,74,14
21,mistral,H,0.1,75,14
21,mistral,H,0.1,76,14
21,mistral,H,0.1,77,14
21,mistral,H,0.1,78,14
21,mistral,H,0.1,79,14
21,mistral,H,0.1,80,14
21,mistral,H,0.1,81,14
21,mistral,H,0.1,82,14
21,mistral,H,0.1,83,14
21,mistral,H,0.1,84,14
21,mistral,H,0.1,85,14
21,mistral,H,0.1,86,14
21,mistral,H,0.1,87,14
21,mistral,H,0.1,88,14
21,mistral,H,0.1,89,14
21,mistral,H,0.1,90,14
21,mistral,H,0.1,91,14
21,mistral,H,0.1,92,14
21,mistral,H,0.1,93,14
21,mistral,H,0.1,94,14
21,mistral,H,0.1,95,14
21,mistral,H,0.1,96,14
21,mistral,H,0.1,97,14
21,mistral,H,0.1,98,14
21,mistral,H,0.1,99,14
21,mistral,H,0.3,0,14
21,mistral,H,0.3,1,14
21,mistral,H,0.3,2,14
21,mistral,H,0.3,3,14
21,mistral,H,0.3,4,14
21,mistral,H,0.3,5,14
21,mistral,H,0.3,6,14
21,mistral,H,0.3,7,14
21,mistral,H,0.3,8,14
21,mistral,H,0.3,9,14
21,mistral,H,0.3,10,14
21,mistral,H,0.3,11,14
21,mistral,H,0.3,12,14
21,mistral,H,0.3,13,14
21,mistral,H,0.3,14,14
21,mistral,H,0.3,15,14
21,mistral,H,0.3,17,14
21,mistral,H,0.3,18,14
21,mistral,H,0.3,19,14
21,mistral,H,0.3,20,14
21,mistral,H,0.3,21,14
21,mistral,H,0.3,22,14
21,mistral,H,0.3,23,14
21,mistral,H,0.3,24,14
21,mistral,H,0.3,25,14
21,mistral,H,0.3,26,14
21,mistral,H,0.3,27,14
21,mistral,H,0.3,28,14
21,mistral,H,0.3,29,14
21,mistral,H,0.3,30,14
21,mistral,H,0.3,31,14
21,mistral,H,0.3,32,14
21,mistral,H,0.3,33,14
21,mistral,H,0.3,34,14
21,mistral,H,0.3,35,14
21,mistral,H,0.3,36,14
21,mistral,H,0.3,37,14
21,mistral,H,0.3,38,14
21,mistral,H,0.3,39,14
21,mistral,H,0.3,40,14
21,mistral,H,0.3,41,14
21,mistral,H,0.3,42,14
21,mistral,H,0.3,44,14
21,mistral,H,0.3,45,14
21,mistral,H,0.3,46,14
21,mistral,H,0.3,47,14
21,mistral,H,0.3,49,14
21,mistral,H,0.3,50,14
21,mistral,H,0.3,51,14
21,mistral,H,0.3,52,14
21,mistral,H,0.3,53,14
21,mistral,H,0.3,54,14
21,mistral,H,0.3,55,14
21,mistral,H,0.3,56,14
21,mistral,H,0.3,57,14
21,mistral,H,0.3,58,14
21,mistral,H,0.3,59,14
21,mistral,H,0.3,60,14
21,mistral,H,0.3,61,14
21,mistral,H,0.3,62,14
21,mistral,H,0.3,63,14
21,mistral,H,0.3,64,14
21,mistral,H,0.3,65,14
21,mistral,H,0.3,66,14
21,mistral,H,0.3,67,14
21,mistral,H,0.3,68,14
21,mistral,H,0.3,69,14
21,mistral,H,0.3,70,14
21,mistral,H,0.3,71,14
21,mistral,H,0.3,72,14
21,mistral,H,0.3,73,14
21,mistral,H,0.3,74,14
21,mistral,H,0.3,75,14
21,mistral,H,0.3,76,14
21,mistral,H,0.3,77,14
21,mistral,H,0.3,78,14
21,mistral,H,0.3,79,14
21,mistral,H,0.3,80,14
21,mistral,H,0.3,81,14
21,mistral,H,0.3,82,14
21,mistral,H,0.3,83,14
21,mistral,H,0.3,84,14
21,mistral,H,0.3,85,14
21,mistral,H,0.3,86,14
21,mistral,H,0.3,87,14
21,mistral,H,0.3,88,14
21,mistral,H,0.3,89,14
21,mistral,H,0.3,90,14
21,mistral,H,0.3,91,14
21,mistral,H,0.3,92,7
21,mistral,H,0.3,93,14
21,mistral,H,0.3,94,14
21,mistral,H,0.3,95,14
21,mistral,H,0.3,96,14
21,mistral,H,0.3,97,14
21,mistral,H,0.3,98,14
21,mistral,H,0.5,0,14
21,mistral,H,0.5,1,14
21,mistral,H,0.5,2,14
21,mistral,H,0.5,3,14
21,mistral,H,0.5,4,14
21,mistral,H,0.5,5,14
21,mistral,H,0.5,7,14
21,mistral,H,0.5,8,14
21,mistral,H,0.5,9,14
21,mistral,H,0.5,10,14
21,mistral,H,0.5,11,14
21,mistral,H,0.5,12,14
21,mistral,H,0.5,13,14
21,mistral,H,0.5,14,14
21,mistral,H,0.5,15,14
21,mistral,H,0.5,16,14
21,mistral,H,0.5,17,14
21,mistral,H,0.5,18,14
21,mistral,H,0.5,19,14
21,mistral,H,0.5,20,14
21,mistral,H,0.5,21,14
21,mistral,H,0.5,22,14
21,mistral,H,0.5,23,14
21,mistral,H,0.5,24,14
21,mistral,H,0.5,26,14
21,mistral,H,0.5,27,14
21,mistral,H,0.5,29,14
21,mistral,H,0.5,30,14
21,mistral,H,0.5,31,14
21,mistral,H,0.5,32,14
21,mistral,H,0.5,33,14
21,mistral,H,0.5,34,14
21,mistral,H,0.5,35,14
21,mistral,H,0.5,36,14
21,mistral,H,0.5,37,14
21,mistral,H,0.5,38,14
21,mistral,H,0.5,39,14
21,mistral,H,0.5,40,14
21,mistral,H,0.5,41,14
21,mistral,H,0.5,42,14
21,mistral,H,0.5,43,14
21,mistral,H,0.5,44,14
21,mistral,H,0.5,45,14
21,mistral,H,0.5,46,14
21,mistral,H,0.5,47,14
21,mistral,H,0.5,49,14
21,mistral,H,0.5,50,14
21,mistral,H,0.5,51,14
21,mistral,H,0.5,52,14
21,mistral,H,0.5,53,14
21,mistral,H,0.5,54,14
21,mistral,H,0.5,55,14
21,mistral,H,0.5,57,14
21,mistral,H,0.5,58,14
21,mistral,H,0.5,59,14
21,mistral,H,0.5,60,14
21,mistral,H,0.5,61,14
21,mistral,H,0.5,62,14
21,mistral,H,0.5,63,14
21,mistral,H,0.5,64,14
21,mistral,H,0.5,66,14
21,mistral,H,0.5,67,14
21,mistral,H,0.5,68,14
21,mistral,H,0.5,69,14
21,mistral,H,0.5,70,14
21,mistral,H,0.5,71,14
21,mistral,H,0.5,72,14
21,mistral,H,0.5,73,14
21,mistral,H,0.5,74,14
21,mistral,H,0.5,75,14
21,mistral,H,0.5,76,14
21,mistral,H,0.5,77,14
21,mistral,H,0.5,79,14
21,mistral,H,0.5,80,14
21,mistral,H,0.5,81,14
21,mistral,H,0.5,82,14
21,mistral,H,0.5,84,14
21,mistral,H,0.5,85,14
21,mistral,H,0.5,86,14
21,mistral,H,0.5,87,14
21,mistral,H,0.5,88,14
21,mistral,H,0.5,89,14
21,mistral,H,0.5,90,14
21,mistral,H,0.5,91,14
21,mistral,H,0.5,92,14
21,mistral,H,0.5,93,14
21,mistral,H,0.5,94,14
21,mistral,H,0.5,97,7
21,mistral,H,0.5,98,14
21,mistral,H,0.5,99,14
21,mistral,H,0.7,1,14
21,mistral,H,0.7,2,14
21,mistral,H,0.7,3,14
21,mistral,H,0.7,4,14
21,mistral,H,0.7,5,14
21,mistral,H,0.7,6,14
21,mistral,H,0.7,7,14
21,mistral,H,0.7,8,14
21,mistral,H,0.7,9,14
21,mistral,H,0.7,10,14
21,mistral,H,0.7,11,14
21,mistral,H,0.7,12,14
21,mistral,H,0.7,13,14
21,mistral,H,0.7,14,14
21,mistral,H,0.7,15,14
21,mistral,H,0.7,16,14
21,mistral,H,0.7,20,14
21,mistral,H,0.7,21,14
21,mistral,H,0.7,22,14
21,mistral,H,0.7,23,14
21,mistral,H,0.7,24,14
21,mistral,H,0.7,25,14
21,mistral,H,0.7,26,14
21,mistral,H,0.7,28,14
21,mistral,H,0.7,30,14
21,mistral,H,0.7,31,14
21,mistral,H,0.7,32,14
21,mistral,H,0.7,33,14
21,mistral,H,0.7,35,14
21,mistral,H,0.7,36,14
21,mistral,H,0.7,37,14
21,mistral,H,0.7,38,14
21,mistral,H,0.7,39,14
21,mistral,H,0.7,40,14
21,mistral,H,0.7,41,14
21,mistral,H,0.7,42,14
21,mistral,H,0.7,43,14
21,mistral,H,0.7,44,14
21,mistral,H,0.7,45,14
21,mistral,H,0.7,46,14
21,mistral,H,0.7,51,14
21,mistral,H,0.7,52,14
21,mistral,H,0.7,54,7
21,mistral,H,0.7,56,14
21,mistral,H,0.7,57,14
21,mistral,H,0.7,58,14
21,mistral,H,0.7,59,14
21,mistral,H,0.7,60,14
21,mistral,H,0.7,61,14
21,mistral,H,0.7,62,14
21,mistral,H,0.7,63,14
21,mistral,H,0.7,64,14
21,mistral,H,0.7,66,14
21,mistral,H,0.7,67,14
21,mistral,H,0.7,68,14
21,mistral,H,0.7,70,14
21,mistral,H,0.7,71,14
21,mistral,H,0.7,72,14
21,mistral,H,0.7,73,14
21,mistral,H,0.7,74,10
21,mistral,H,0.7,75,14
21,mistral,H,0.7,76,14
21,mistral,H,0.7,77,14
21,mistral,H,0.7,78,7
21,mistral,H,0.7,79,14
21,mistral,H,0.7,80,14
21,mistral,H,0.7,81,14
21,mistral,H,0.7,83,14
21,mistral,H,0.7,84,14
21,mistral,H,0.7,85,14
21,mistral,H,0.7,86,14
21,mistral,H,0.7,87,14
21,mistral,H,0.7,88,14
21,mistral,H,0.7,90,14
21,mistral,H,0.7,92,14
21,mistral,H,0.7,93,14
21,mistral,H,0.7,94,14
21,mistral,H,0.7,95,14
21,mistral,H,0.7,96,14
21,mistral,H,0.7,97,14
21,mistral,H,0.7,98,14
21,mistral,H,0.7,99,14
21,mistral,H,1.0,0,14
21,mistral,H,1.0,1,14
21,mistral,H,1.0,4,14
21,mistral,H,1.0,5,14
21,mistral,H,1.0,7,14
21,mistral,H,1.0,9,14
21,mistral,H,1.0,13,14
21,mistral,H,1.0,14,7
21,mistral,H,1.0,15,14
21,mistral,H,1.0,16,14
21,mistral,H,1.0,18,7
21,mistral,H,1.0,20,14
21,mistral,H,1.0,21,14
21,mistral,H,1.0,23,14
21,mistral,H,1.0,24,14
21,mistral,H,1.0,25,14
21,mistral,H,1.0,26,14
21,mistral,H,1.0,28,7
21,mistral,H,1.0,29,14
21,mistral,H,1.0,30,14
21,mistral,H,1.0,32,14
21,mistral,H,1.0,34,14
21,mistral,H,1.0,35,7
21,mistral,H,1.0,37,14
21,mistral,H,1.0,38,14
21,mistral,H,1.0,39,14
21,mistral,H,1.0,40,14
21,mistral,H,1.0,41,14
21,mistral,H,1.0,43,14
21,mistral,H,1.0,44,14
21,mistral,H,1.0,45,14
21,mistral,H,1.0,46,14
21,mistral,H,1.0,47,14
21,mistral,H,1.0,48,14
21,mistral,H,1.0,49,14
21,mistral,H,1.0,50,14
21,mistral,H,1.0,52,14
21,mistral,H,1.0,53,19
21,mistral,H,1.0,56,14
21,mistral,H,1.0,58,14
21,mistral,H,1.0,59,14
21,mistral,H,1.0,60,14
21,mistral,H,1.0,61,14
21,mistral,H,1.0,62,14
21,mistral,H,1.0,63,14
21,mistral,H,1.0,64,14
21,mistral,H,1.0,67,14
21,mistral,H,1.0,69,14
21,mistral,H,1.0,70,14
21,mistral,H,1.0,71,14
21,mistral,H,1.0,72,14
21,mistral,H,1.0,73,14
21,mistral,H,1.0,74,14
21,mistral,H,1.0,78,14
21,mistral,H,1.0,83,14
21,mistral,H,1.0,84,14
21,mistral,H,1.0,87,332
21,mistral,H,1.0,88,14
21,mistral,H,1.0,89,14
21,mistral,H,1.0,90,14
21,mistral,H,1.0,92,14
21,mistral,H,1.0,93,14
21,mistral,H,1.0,97,14
21,mistral,H,1.0,98,14
21,mistral,H,1.0,99,14
22,mistral,L,0.1,0,14
22,mistral,L,0.1,1,14
22,mistral,L,0.1,2,14
22,mistral,L,0.1,3,14
22,mistral,L,0.1,4,14
22,mistral,L,0.1,5,14
22,mistral,L,0.1,6,14
22,mistral,L,0.1,7,14
22,mistral,L,0.1,8,14
22,mistral,L,0.1,9,14
22,mistral,L,0.1,10,14
22,mistral,L,0.1,11,14
22,mistral,L,0.1,12,14
22,mistral,L,0.1,13,14
22,mistral,L,0.1,14,14
22,mistral,L,0.1,15,14
22,mistral,L,0.1,16,14
22,mistral,L,0.1,17,14
22,mistral,L,0.1,18,14
22,mistral,L,0.1,19,14
22,mistral,L,0.1,20,14
22,mistral,L,0.1,21,14
22,mistral,L,0.1,22,14
22,mistral,L,0.1,23,14
22,mistral,L,0.1,24,14
22,mistral,L,0.1,25,14
22,mistral,L,0.1,26,14
22,mistral,L,0.1,27,14
22,mistral,L,0.1,28,14
22,mistral,L,0.1,29,14
22,mistral,L,0.1,30,14
22,mistral,L,0.1,31,14
22,mistral,L,0.1,32,14
22,mistral,L,0.1,33,14
22,mistral,L,0.1,34,14
22,mistral,L,0.1,35,14
22,mistral,L,0.1,36,14
22,mistral,L,0.1,37,14
22,mistral,L,0.1,38,14
22,mistral,L,0.1,39,14
22,mistral,L,0.1,40,14
22,mistral,L,0.1,41,14
22,mistral,L,0.1,42,14
22,mistral,L,0.1,43,14
22,mistral,L,0.1,44,14
22,mistral,L,0.1,45,14
22,mistral,L,0.1,46,14
22,mistral,L,0.1,47,14
22,mistral,L,0.1,48,14
22,mistral,L,0.1,49,14
22,mistral,L,0.1,50,14
22,mistral,L,0.1,51,14
22,mistral,L,0.1,52,14
22,mistral,L,0.1,53,14
22,mistral,L,0.1,54,14
22,mistral,L,0.1,55,14
22,mistral,L,0.1,56,14
22,mistral,L,0.1,57,14
22,mistral,L,0.1,58,14
22,mistral,L,0.1,59,14
22,mistral,L,0.1,60,14
22,mistral,L,0.1,61,14
22,mistral,L,0.1,62,14
22,mistral,L,0.1,63,14
22,mistral,L,0.1,64,14
22,mistral,L,0.1,65,14
22,mistral,L,0.1,66,14
22,mistral,L,0.1,67,14
22,mistral,L,0.1,68,14
22,mistral,L,0.1,69,14
22,mistral,L,0.1,70,14
22,mistral,L,0.1,71,14
22,mistral,L,0.1,72,14
22,mistral,L,0.1,73,14
22,mistral,L,0.1,74,14
22,mistral,L,0.1,75,14
22,mistral,L,0.1,76,14
22,mistral,L,0.1,77,14
22,mistral,L,0.1,78,14
22,mistral,L,0.1,79,14
22,mistral,L,0.1,80,14
22,mistral,L,0.1,81,14
22,mistral,L,0.1,82,14
22,mistral,L,0.1,83,14
22,mistral,L,0.1,84,14
22,mistral,L,0.1,85,14
22,mistral,L,0.1,86,14
22,mistral,L,0.1,87,14
22,mistral,L,0.1,88,14
22,mistral,L,0.1,89,14
22,mistral,L,0.1,90,14
22,mistral,L,0.1,91,14
22,mistral,L,0.1,92,14
22,mistral,L,0.1,93,14
22,mistral,L,0.1,94,14
22,mistral,L,0.1,95,14
22,mistral,L,0.1,96,14
22,mistral,L,0.1,97,14
22,mistral,L,0.1,98,14
22,mistral,L,0.1,99,14
22,mistral,L,0.3,0,14
22,mistral,L,0.3,1,14
22,mistral,L,0.3,2,14
22,mistral,L,0.3,3,14
22,mistral,L,0.3,4,14
22,mistral,L,0.3,5,14
22,mistral,L,0.3,6,14
22,mistral,L,0.3,7,14
22,mistral,L,0.3,8,14
22,mistral,L,0.3,9,14
22,mistral,L,0.3,10,14
22,mistral,L,0.3,11,14
22,mistral,L,0.3,12,14
22,mistral,L,0.3,13,14
22,mistral,L,0.3,14,14
22,mistral,L,0.3,15,14
22,mistral,L,0.3,16,14
22,mistral,L,0.3,17,14
22,mistral,L,0.3,18,14
22,mistral,L,0.3,19,14
22,mistral,L,0.3,20,14
22,mistral,L,0.3,21,14
22,mistral,L,0.3,22,14
22,mistral,L,0.3,23,14
22,mistral,L,0.3,24,14
22,mistral,L,0.3,25,14
22,mistral,L,0.3,26,14
22,mistral,L,0.3,27,14
22,mistral,L,0.3,28,14
22,mistral,L,0.3,29,14
22,mistral,L,0.3,30,14
22,mistral,L,0.3,31,14
22,mistral,L,0.3,32,14
22,mistral,L,0.3,33,14
22,mistral,L,0.3,34,14
22,mistral,L,0.3,35,14
22,mistral,L,0.3,36,14
22,mistral,L,0.3,37,14
22,mistral,L,0.3,38,14
22,mistral,L,0.3,39,14
22,mistral,L,0.3,40,14
22,mistral,L,0.3,41,14
22,mistral,L,0.3,42,14
22,mistral,L,0.3,43,14
22,mistral,L,0.3,44,14
22,mistral,L,0.3,45,14
22,mistral,L,0.3,46,14
22,mistral,L,0.3,47,14
22,mistral,L,0.3,48,14
22,mistral,L,0.3,49,14
22,mistral,L,0.3,50,14
22,mistral,L,0.3,51,14
22,mistral,L,0.3,52,14
22,mistral,L,0.3,53,14
22,mistral,L,0.3,54,14
22,mistral,L,0.3,55,14
22,mistral,L,0.3,56,14
22,mistral,L,0.3,57,14
22,mistral,L,0.3,58,14
22,mistral,L,0.3,59,14
22,mistral,L,0.3,60,14
22,mistral,L,0.3,61,14
22,mistral,L,0.3,62,14
22,mistral,L,0.3,63,14
22,mistral,L,0.3,64,14
22,mistral,L,0.3,65,14
22,mistral,L,0.3,66,14
22,mistral,L,0.3,67,14
22,mistral,L,0.3,68,14
22,mistral,L,0.3,69,14
22,mistral,L,0.3,70,14
22,mistral,L,0.3,71,14
22,mistral,L,0.3,72,14
22,mistral,L,0.3,73,14
22,mistral,L,0.3,74,14
22,mistral,L,0.3,75,14
22,mistral,L,0.3,76,14
22,mistral,L,0.3,77,14
22,mistral,L,0.3,78,14
22,mistral,L,0.3,79,14
22,mistral,L,0.3,80,14
22,mistral,L,0.3,81,14
22,mistral,L,0.3,82,14
22,mistral,L,0.3,83,14
22,mistral,L,0.3,84,14
22,mistral,L,0.3,85,14
22,mistral,L,0.3,86,14
22,mistral,L,0.3,87,14
22,mistral,L,0.3,88,14
22,mistral,L,0.3,89,14
22,mistral,L,0.3,90,14
22,mistral,L,0.3,91,14
22,mistral,L,0.3,92,14
22,mistral,L,0.3,93,14
22,mistral,L,0.3,94,14
22,mistral,L,0.3,95,14
22,mistral,L,0.3,97,14
22,mistral,L,0.3,98,14
22,mistral,L,0.3,99,14
22,mistral,L,0.5,0,14
22,mistral,L,0.5,1,14
22,mistral,L,0.5,2,14
22,mistral,L,0.5,3,14
22,mistral,L,0.5,4,14
22,mistral,L,0.5,5,14
22,mistral,L,0.5,6,14
22,mistral,L,0.5,7,14
22,mistral,L,0.5,8,14
22,mistral,L,0.5,9,14
22,mistral,L,0.5,10,14
22,mistral,L,0.5,13,14
22,mistral,L,0.5,14,14
22,mistral,L,0.5,15,14
22,mistral,L,0.5,16,14
22,mistral,L,0.5,17,14
22,mistral,L,0.5,18,14
22,mistral,L,0.5,20,14
22,mistral,L,0.5,21,14
22,mistral,L,0.5,22,14
22,mistral,L,0.5,23,14
22,mistral,L,0.5,24,14
22,mistral,L,0.5,25,14
22,mistral,L,0.5,26,14
22,mistral,L,0.5,27,14
22,mistral,L,0.5,28,14
22,mistral,L,0.5,29,14
22,mistral,L,0.5,30,14
22,mistral,L,0.5,31,14
22,mistral,L,0.5,32,14
22,mistral,L,0.5,33,14
22,mistral,L,0.5,34,14
22,mistral,L,0.5,35,14
22,mistral,L,0.5,36,14
22,mistral,L,0.5,37,14
22,mistral,L,0.5,38,14
22,mistral,L,0.5,39,14
22,mistral,L,0.5,40,14
22,mistral,L,0.5,41,14
22,mistral,L,0.5,42,14
22,mistral,L,0.5,43,14
22,mistral,L,0.5,44,14
22,mistral,L,0.5,45,14
22,mistral,L,0.5,46,14
22,mistral,L,0.5,47,14
22,mistral,L,0.5,48,14
22,mistral,L,0.5,50,14
22,mistral,L,0.5,51,14
22,mistral,L,0.5,52,14
22,mistral,L,0.5,53,14
22,mistral,L,0.5,55,14
22,mistral,L,0.5,56,14
22,mistral,L,0.5,57,14
22,mistral,L,0.5,58,14
22,mistral,L,0.5,59,14
22,mistral,L,0.5,60,14
22,mistral,L,0.5,61,14
22,mistral,L,0.5,62,14
22,mistral,L,0.5,63,14
22,mistral,L,0.5,64,14
22,mistral,L,0.5,65,14
22,mistral,L,0.5,66,14
22,mistral,L,0.5,67,14
22,mistral,L,0.5,68,14
22,mistral,L,0.5,69,14
22,mistral,L,0.5,70,14
22,mistral,L,0.5,71,14
22,mistral,L,0.5,72,14
22,mistral,L,0.5,73,14
22,mistral,L,0.5,74,14
22,mistral,L,0.5,75,14
22,mistral,L,0.5,76,14
22,mistral,L,0.5,77,14
22,mistral,L,0.5,78,14
22,mistral,L,0.5,79,14
22,mistral,L,0.5,80,14
22,mistral,L,0.5,81,14
22,mistral,L,0.5,82,14
22,mistral,L,0.5,83,14
22,mistral,L,0.5,84,14
22,mistral,L,0.5,85,14
22,mistral,L,0.5,86,14
22,mistral,L,0.5,87,14
22,mistral,L,0.5,88,14
22,mistral,L,0.5,89,14
22,mistral,L,0.5,91,14
22,mistral,L,0.5,92,14
22,mistral,L,0.5,93,14
22,mistral,L,0.5,94,14
22,mistral,L,0.5,95,14
22,mistral,L,0.5,96,14
22,mistral,L,0.5,97,14
22,mistral,L,0.5,99,14
22,mistral,L,0.7,0,14
22,mistral,L,0.7,1,14
22,mistral,L,0.7,2,14
22,mistral,L,0.7,3,14
22,mistral,L,0.7,4,14
22,mistral,L,0.7,5,14
22,mistral,L,0.7,6,14
22,mistral,L,0.7,7,14
22,mistral,L,0.7,8,14
22,mistral,L,0.7,9,14
22,mistral,L,0.7,10,14
22,mistral,L,0.7,11,7
22,mistral,L,0.7,12,7
22,mistral,L,0.7,13,14
22,mistral,L,0.7,14,14
22,mistral,L,0.7,15,14
22,mistral,L,0.7,16,14
22,mistral,L,0.7,17,14
22,mistral,L,0.7,18,14
22,mistral,L,0.7,19,14
22,mistral,L,0.7,20,14
22,mistral,L,0.7,21,14
22,mistral,L,0.7,22,14
